input_text,target_text
"summarize: As a child, every year my German godmother would give me an advent calendar filled with wonderful chocolates. Now that I have godchildren of my own, I have continued the tradition. Until recently, I have always been disappointed with cheesy, uninteresting artwork and sub-par chocolates from Cadbury's and the like. I was skeptical when buying this from Amazon because it was so much cheaper than other calendars on this site, but boy was i wrong - this could be the same calendar I got as a kid! This is a real German calendar with real German chocolate and an old-timey hand-drawn Christmas scene (it's just printed of course, I don't mean someone drew each box!). I ordered 6 and got 2 different designs. Great stuff altogether - I'll definitely be ordering more next year.",Like the ones my German Godmother bought for me when I was a kid
"summarize: This tastes great.  Its smooth, no weird off tastes, no aftertastes, no stomach problems that coffee usually gives me.  Personally this one is a bit too sweet for my taste, even without adding sugar the amaretto is a tad overpowering, but then again I prefer really strong bitter coffee.  This goes great with dessert like materials as the sweetness is complimented by anything else sweet you may encounter.  Though for a 'first thing in the morning' cup, I need something with less sweetness like their original java flavor or their insanely delicious chocolate mint.  Overall, this actually tastes like coffee with almond amaretto sweetener and I would highly recommend it.  Go for the sampler package from the Teccino's website to give you an idea of what you like,  Im working my way through all 12 right now (each sample makes 2 large cups of coffee, about 40oz total).  I've only made it through 4 of them so far but I expect great things from the other 8.",Tastes more like coffee than I could have ever expected
"summarize: While I LOVE this product and was thrilled to see that it is available on Amazon, what I received is not the Heirloom Red &  Black quinoa with polenta.  NUTRICITY sent me garlic basil organic polenta (no quinoa in sight).  It took over 11 days to get a return authorization from them that required me to print the label and take the huge box to a Kinko's for return.  Still haven't heard from them about reimbursement and have to say...<br /><br />DO NOT BUY ANYTHING FROM NUTRICITY.  Customer service is awful and slow, and they make it even less professional with horrible grammar in their written communications.  They wanted me to send them a digital photo to PROVE to them that they had screwed up.  Unbelievable.",BEWARE - product shipped is not what is advertised
"summarize: IF YOU ARE CURRENTLY USING ""TASTE OF THE WILD"" CAT FOOD, IT MAY BE PART OF THE CURRENT RECALL BY DIAMOND PET FOOD FOR SALMONELLA POISONING IN PETS AND PEOPLE HANDLING THE FOOD.<br /><br />""Taste of the Wild"" cat food is made by Diamond Pet Food, a manufacturer who is associated with previous recalls. Their current pet food recall now also includes ""Taste of the Wild"" CAT FOOD with production numbers in addition than those currently shown on their website. I called them today after reading the news stories about the large dog food recall and learning that ""Taste of the Wild"" is one of their brands. I was horrified when the customer service rep told me my cat food bag was indeed part of the recall.  This is the link to their recall website (although the recall information currently on there today is incomplete): [...]  Also, the Diamond Pet Food recall telephone number is (866)918-8756.<br /><br />FYI, my cat has had bloody diarrhea/stools for a couple of weeks now and is currently taking a 2nd round of medicine prescribed by my vet because the 1st round was ineffective. A couple of nights ago, the sound of my cat vomiting woke me up.  He threw up approximately 8-10 times over approximately 2 hours - very unusual for him. I now suspect that both of these issues may have been caused by the ""Taste of the Wild"" cat food. Thank goodness the recall occurred before he got any worse as pet deaths are being reported.<br /><br />If I had only realized ""Taste of the Wild"" was made by Diamond Pet Food, I would have never bought the stuff. Ironically, I switched to this food two months ago because I wanted a healthier food for my cats.  My cats like it, but it is not worth the risk.",IMPORTANT INFO: DIAMOND PET FOOD RECALL
"summarize: This Nature's Path ""Love Crunch Premium Organic Granola, Dark Chocolate and Red Berries"" is the best tasting granola snack I have tried. This is a near perfect blend of granola, good chocolate overtones, and slightly tart berry flavor. This is good both as dry granola snack or with a little milk as a cereal. That being said, at 140 calories and 18 net carbs per 1/4 cup it really isn't something I can justify eating whenever a snack mood hits but it is a very nice treat on occasion.<br /><br />Our sample bag was gone within the hour of arriving at our house and my family has demanded I order more.<br /><br />Highly Recommended!<br /><br />CFH",Really Good Tasting - Highly Recommended
"summarize: I love Torani Syrup and these flavors are great! Made with cane sugar, not corn syrup, which is a huge plus. Taste great in hot chocolate, herbal tea and steamed milk. Great for Italian sodas too.<br /><br />However, the product description says absolutely nothing about the fact that these bottles are plastic and not glass bottles that Torani Syrup is usually packaged in. The plastic bottles don't have as long of a shelf life (2 years compared to 3 years for the glass bottles). The plastic that they are made with (PET) has not been proven to be safe. I don't like the idea of chemicals (antimony and phthalates) leaking into the syrup over a long period of time because it's going to take a while to use up all of the syrup. I can't return these because they are a grocery item.","Love The Syrups, Not The Packaging"
"summarize: I have the EZ Green Sprouter.  When I bought mine, I bought the seeds from the same company too.  The cost was a bit pricey so I checked Amazon's.  I went ahead and placed an order for one 5lb.  Granted, I'm not new to growing Wheatgrass, I followed the SAME simple steps but with these new seeds.  I am AMAZED!  Not only do these seeds produce green blades of lush grass, but there is NO mold!  Whereas in the seeds from the EZ Green Sprouter, their seeds grow skinny, light green and moldy wheatgrass.  I love my EZ Green Sprouter, but their seeds cannot even compare to this merchant's!  Normally once my wheatgrass starts to mold, I would have to start cutting them, separate the mold and then extract the juice.  With these seeds?  The grass is still growing even higher than my EZ Green Sprouter and with NO MOLD!  I am so thrilled to have found a product that is a great value and delivers excellent quality.  I am yours for life~!  Thank you!","I grew Wheatgrass that is long, green, lush and NO MOLD!"
"summarize: I was skeptical, little Ms. Pepper can be finicky.  We were at a pet store recently and the pet store told us that every dog loves their treats, and our dog turned up her nose and walked away.  She had no interest.  She loves treats, she just doesn't want dog treats.<br /><br />So we tried Newman's own treats - and I like Newman's own values and mission - and she mowed down like nobodies business.<br /><br />Today, I opened the bag, and I kid you not our schnauzer started shaking, wagging her whole butt.  (and she's not an excitable animal)  She stood on her hind legs and pranced about.  I was completely amused.  I told her to sit.  (she's also very stubborn)  She sat, her little paws shaking, she wanted that treat so bad.  I said take it like a lady.  And ever so gently she took the biscuit.  And then she ate like a hog.<br /><br />The biscuits are bigger than the treats we normally give her.  They smell fresh.  There doesn't appear to be any artificial color in it, at least it doesn't stain her beard.  I really feel good about giving Pepper these treats, and she seems pleased as punch to get them.  I've honestly never seen her that excited about a treat.  We'll have to get them once and awhile, she actually listens when these are waiting in the wings.<br /><br />*UPDATE* We just bought more of these for Ms. Pepper and I'm not kidding you, when she saw the bag she did a little dance about sat at my feet and just waited.  Once she got her treat she took off running with it just in case I'd changed m mind, and she devoured it like a little pig!",I have never seen her dance for treats
"summarize: WHY THIS SIZE:<br /><br />If you are not going to use this everyday, this fifth of a gallon size bottle, is more likely to stay fresh for its entire tenure, in a cool, dry place in your home than one of the super-size tins.<br /><br />WHAT IS ""Filippo Berio Extra Virgin Olive Oil""?<br /><br />This is probably the most popular product from this revered time-honored Italian company. Their famous label on the large tin with the coins pictured on it is something I can recall for half a century. This is ""Extra-Virgin Olive Oil,Imported from Italy and is stated to be ""All Natural & Cold Pressed"". Bear in mind that ""All Natural"" is not ""Certified Organic"", though they offer Certified Organic from their specialty oil department.<br /><br />SPECIFICS ABOUT EXTRA VIRGIN OLIVE OIL:<br /><br />This is not an oil for cooking, as it has a very low smoke point. It is excellent for salads and for marinating and boasts a pretty low acid level. For cooking try their ""Extra Light"" product as it has a much higher smoke point.<br /><br />They have a large number of specialty products and a useful website at [...]<br /><br />This and most of their conventional oils are available at most groceries and this exact product sells for about $6. for a fifth of a gallon. However, it does vary regional and depending on the packaging [bottle or tin] may cost somewhat more or less by volume.<br /><br />[I AM NOT AFFILIATED WITH ANY PRODUCT OR COMPANY]",THE GOLD STANDARD FOR OLIVE OIL - BUT NOT FOR COOKING!
summarize: I love vita coco and this drink is great but with horrible after taste. This flavor has more potassium( 21% vs 19%) than the pineapple flavor so this was the main reason for me trying this. The flavor is great while drinking but the after taste is horrible. Its mostly acai flavor after taste and Im not a big fan of acai. The acai basically over powers the pomergranate and coconut but its still a refeshing flavor. Overall I would not by this flavor again if I had the chance. Hopefully the tangerine one comes back so I can give that one a try.,Great product but horrible after taste
"summarize: Orijen makes by far the best dog food you can buy. It's expensive but well worth it, especially when you take into account how much you will save on vet bills and the great boost it will give to your dogs overall health and well being.. It is grain free which is very important as grain is not part of a dog's normal diet and besides mostly being filler, grains can cause allergies and other issues. My 5 year old German Shepherd is on Orijen Adult and has done incredibly well on it, stunning coat, great energy, consistently firm, and virtually odor-free, poops. I also have a large male Golden who is now 13 1/2 years old and doing fantastic. He at Orijen Senior until about 3 years ago when we switched him to Orijen Senior. Other than a little arthritis in his hips and knees (to be expected) he is perfectly healthy and his last blood panel came back incredibly good. My vet says we are doing all the right things (daily walks and exercise, filtered water, Orijen Senior food) especially since large Goldens typically only live to 10 or 11. When we are out walking quite often we meet much younger goldens (6 to 8 years) that look much older than he does. It really does show what a difference diet and exercise make both in humans and in our canine companions. We have a new puppy (that we adopted from the Best Friends Animal Society) and she is on a mix of Orijen Puppy and doing great. Highly recommend Orijen Adult, Senior and Puppy.<br /><br />Note:<br />Many years ago we fed our dogs Canidae because it was decent quality and we were financial limited. But, when the Canidae manufacturer suddenly changed their formula (added more grain and fillers) all of our dogs had bad reactions (diarrhea, vomiting, scratching, skin allergies etc). Numerous trips to the vet and lots of dollars for tests only to find out they were all having a reaction to the poor quality ingredients in their food. That was when I began researching dog food ingredients and decided to go grain-free with a company that only makes dog food. Could not be happier with my decision to spend more on Orijen. Very wise decision on my part, and my dogs are much healthy now than they have ever been.",The best grain free dog food
"summarize: I just bought this soda today at the Fresh Market, because it was made with agave nectar. I was blown away by how wonderful the taste was. I tried the Root Beer and the Watermelon Cream and I like them both. However, I think so far Watermelon Cream is my favorite. I would and will recommend this to anyone. Especially if they have diabetes or want a sugar alternative. This is a real treat. It has no aftertaste and tastes like a regular soda. It is a better choice than any of the other sugar substitute, diet sodas. This is the best!",This is an AWESOME alternative to regular soda!!!
"summarize: After reading up on cat nutrition, we ordered some of this and another high-end brand. Our 2 young cat brothers are used to Nutro and Friskies wet food, which makes up 50% of their diet (the rest dry).<br /><br />It looks similar in color and texture to ground beef, and is very sticky, like ground beef (but I'm guessing it's cooked).<br /><br />catinfo.org said Cowboy Cookout is formulated to mimic real mouse. Well, must be working, because our one cat took a half-can-sized slab, and ran with it dangling from his mouth like a trophy as I chased him around the house. Amazingly the huge chunk didn't fall apart until I caught him and he started to struggle. He kept doing this, I had to break it up so it doesn't stick together. So two thumbs up from him.<br /><br />The other cat wasn't a big fan, perhaps cause he's never had real beef (instead of beef byproducts?) - he kept stopping and looking around for something better to eat. He eventually finished his half-can, but took about 10 minutes to do so (during which I have to fight off his brother from stealing it).<br /><br />So make sure your cats like real beef, and the sticky consistency seems to make them take chunks from the bowl and eat it on the floor, which is messy. They don't do this with other wet foods. I will probably buy a chicken-based from Merrick next time.<br /><br />Edit: Changed to 5 stars, cause the only downside is your cat may not like beef, and I noticed it's the only can I've seen that doesn't appear to have a plastic (BPA) liner - bravo for that!",Mixed reviews of real beef from our cat brothers
"summarize: I drink my coffe black with one sugar.  I enjoy coffee with a strong, dark roasted, complex flavor and when I bought a simple pod brewer for my desk I was very disappointed with the initial weak tasting coffee that I purchased with the machine.<br /><br />I recently purchased this 3 pack with the hope that this coffee brewer was not bought in vain...<br /><br />This is only my second brew but I am pleasantly surprised.<br /><br />Lets not confuse a quality drip or perculator with this pod coffee, but for what it is -- it is convienent and tasty.<br /><br />The one common down fall with these pod coffees is the strength to water ratio... I can overfill my machine with water to get a decent cup of coffee.<br /><br />I recommend this coffee pod.",tastey and reasonable -- for a pod coffee
"summarize: One of my friends is big into organic foods and introduced me to these crackers. They are extremely crunchy & crisp, reasonably low in calories (140 calories for 13 crackers) and don't contain any gluten, wheat or high fructose corn syrup.<br /><br />They do have a slight nutty flavor, but the texture makes me think I am eating bird seed.<br /><br />They don't taste salty at all to me, but contain 190mg of sodium per serving.<br /><br />Obviously, if you have wheat or gluten allergies, these crackers could be perfect for you. If you are like me and eat pretty much anything there are better crackers out there, but these are probably a bit healthier than most.<br /><br />I would like to try other flavors, but I'm not willing to purchase a box of 12 just to find out I didn't like it. It would be nice if Amazon sold an assortment of 12.",Interesting product...can be difficult to find locally
"summarize: I'll admit it: I'm a freak. I don't like onions or garlic. Shoot me.<br /><br />Other than the evil alliums in this dressing, though, it's like serious salad dressing crack. There's something sweet and salty and vinegary about this dressing that combine in perfect harmony to make a really awesome dressing.<br /><br />Strangely, I like it OK in salads, but I like it even better on a sandwich. Ever get oil and vinegar on your sandwich? It's like that, only better. There's gotta be MSG in this stuff, because - wow, it's addictive.<br /><br />The onions and garlic definitely cheapen the flavor to me, so it only gets four stars, but if you like dried or granulated onions and garlic, you'll dig this dressing. Also good to dip soybeans in.","Too heavy on the onions and garlic, but tasty otherwise"
"summarize: I have two dogs who loved digging up my garden and loved digging under the fence.<br /><br />My in-laws got me a Fido-Shock and I set it up.  During install I decided to test it out, so I held the wire and waited for a zap... nothing.  I double checked the wiring, held it again, and... nothing.<br /><br />As I stood there with the wire in my hand, perplexed, my dog jumped on me.  ZAP!<br /><br />Aagh!<br /><br />Yelp!<br /><br />I had failed to take into considerationt he fact that my rubber shoes didn't gound me.  When the dog jumped on me she grounded us both, and we both got zapped.<br /><br />Getting shocked is unpleasant, more in an unnatural way than in a painful way.<br /><br />The fence was immediatly effective.  I think they each got shocked one more time and learned their lesson quick.  After three days I unplugged the Fido-Shock unit but kept the fence up.  The fence was a psychological deterrent and worked for years.<br /><br />Eventually my wife took the fence down and six month later the dogs were back to their old tricks.  My wife didn't let me set the fence back up, as she preferred dead plants to ""prison wire"" around the garden.<br /><br />Maybe 5 years later I set up a new garden in the back yard that the dogs loved to tromp around in.  I set the fence up and the dogs immediatly began ignoring it.  I don't think they ever got shocked.<br /><br />I left it plugged in for three days anyway (just in case) and have had it off ever since.<br /><br />Fido-Shock works great.  The disadvantages are that you can see the ""prison wire"" and stakes, and you might accidently shock yourself.",Great psychological as well as physical deterrent.
"summarize: It seems like there is a new ""Hottest Pepper in the World"" every couple of years or so.  Not too long ago it was the Red Savina® Habanero with a Scoville heat rating of 577,000 units.  Now it is the Naga Jolokia (also known as the Naga Morris, Nai Miris, Bih Jolokia and Bhut Jolokia, etc.) with a whopping 1,001,304  Scoville Heat Units according to the New Mexico State University Chile Pepper Institute. In February 2007, Guinness World Records certified the Bhut Jolokia (aka Naga Jolokia) as the hottest pepper in the world.  It is reportedly called the ""Ghost Pepper"" because after one bite of the pepper you ""give up the ghost"".<br /><br />Now Dave's Gourmet has made a sauce from this serious pepper.  This is nothing to fool around with, it will cause pain, a lot of pain.  So why would anybody want a sauce that hot (other than for bravado)?  I for one like the taste.  It is a little smokier that Habanero.  I also use it in sauces where I want heat but not the red color of chili peppers, such as a cream based sauce.  Since it only takes a drop to give me the heat that I want it will hardly change the color of a white sauce.<br /><br />My only reservations about it is that it contains hot pepper extract (which is what they call the stuff that they spray in the eyes of criminals).  I've seen hot pepper extract for sale as a commercial additive.  It's low on flavor but big on heat.  Was this added to give the sauce extra pain inducing heat while using fewer actual Jolokia peppers? I don't know but it makes you think.  Dave also has a special edition sauce that uses the Bhut Jolokia pepper and cost about four times more than this one does.  I like this sauce, but use with caution.",The Hottest of the Hot (for now)
"summarize: These bars are high in calories which is a good thing when hiking or performing some other strenuous exercise.  But they are not very high in flavor which is not such a good thing when eating them.  The bars are soft and have a brownie like texture.  The chocolate flavor is not pronounced, it is a dry cocoa flavor and texture.  Almond slivers are in the bars, there is a crunch every couple of bites, but the almond flavor is overpowered by the cocoa.  These are similar to other ""health"" bars in that they impart a chalky, dry texture.  No, my chocolate prayers were not answered by these bars.  The thing I liked about these is that they are not overly gooey and sweet.",All Natural but Taste Only OK
"summarize: I tried to feed my dog EVO red meat small bites because I wanted the best for him, but after a month it just had too much protein in it. He was gassy a lot and had soft stools. Sometimes even diarrhea. So I switched to this because Royal Canin also makes a special dog food for pugs. So in a couple of months when he's old enough I will switch him over to Pug 25. There are a couple of ingredients that I don't agree with like corn meal and beet pulp, the rest of the ingredients seem okay. After the switch to Royal Canin he is doing great. His stools firmed up and the gas was gone. He's happy and healthy and I'm happy with the food switch.",Great dog food. My pug is doing awesome.
"summarize: I purchased this based on reviews here on Amazon. Big Mistake!!! As soon as I received my shipment I went online to the Pamela's Products website and printed out recipes. So far I have tried 3 recipes and none of them have turned out even close to what they were supposed to be! I followed them to the letter and nada!<br /><br />First recipe was ""Cut Biscuits"". Turns out that their recipe for ""Drop Biscuits"" and ""Cut Biscuits"" is exactly the same and very runny. I decided to make ""Drop Biscuits"" instead because the batter was so runny and they didn't even rise. All I ended up with was some hard lumps on a cookie sheet that were dry.<br /><br />Next I printed the ""No Yeast By Hand Bread Loaf Recipe"". That didn't rise either and it came out the consistency of cornbread not like any kind of bread that you could actually make a grilled sandwich with or toast as the website claims.<br /><br />Ever the glutton for punishment, I decided to try the ""Bread Machine With Yeast Recipe"" from the website. I tried it twice on two different settings. First I tried the ""One Rise Rapid Cycle"" for gluten free bread and then I tried the ""Normal Cycle"" for white bread as the website says and they both ""fell"" (collapsed in the middle) shortly after the baking cycle started!!!<br /><br />I have now wasted money, eggs, olive oil, several yeast packets, time etc. and all I have to show for it is 4 1/2 bags of useless flour that isn't working with the recipes provided by the company that made it and I don't know how to use it for anything else. I had previously purchased products from ""Gluten Free Pantry"" and I never had any problems with their products.<br /><br />I only purchased this because of the reviews and because I could get it in bulk on Amazon for a better price. I will certainly be canceling my subscription for this product. Lesson learned, knowledge acquired...<br /><br />***Addendum: I decided to request a call from Amazon to let them know that the product may be defective because it was not performing correctly and to my surprise they offered me a full refund!!! I wasn't expecting that! And to think that I nearly decided to just let it go and chalk it up to experience. Thank God and Cheers to Amazon!!!",Didn't Live Up To The Hype...
"summarize: I got both the shampoo and the condition Clear Scalp. I have problems with itchy scalp, hair loss, and dry hair. When I first used this product, I noticed a difference in how my hair felt. It was super soft and I didn't notice that filmy feeling I have with other shampoos and conditioners. It was a nice change. A month later, I am still using both products. My scalp does feel better. My hair doesn't fall out as much (not sure if that is from my change of diet though or the shampoo), and my hair still feels soft. My sister purchased this product for colored hair and complained of build up. I have not noticed this. My hair still feels as soft as when I first used it.<br /><br />The bottles are also fairly easy to use. One opens from the top and the other from the bottom which is nice otherwise you can get the bottles mixed up (which on is the conditioner and which one is the shampoo).  You just press one side of the top and it opens up, press down and it snaps back in place. No mess. The shampoo and conditioner bottles look almost exactly alike, but like I said, they open differently.<br /><br />For the record, I have hair that goes past my shoulders and is thick and wavy. I've noticed my waves are more pronounced because they aren't dragging down from build up. I really like this shampoo and will continue to use them both.",Been using for over a month
"summarize: I love this product! I actually discovered it back in college as it was what my favorite coffee cart lady used in her ""white caps"". It is smooth and has a light flavor. It is sweet enough that you don't need any extra sugar and I like to add just a dash of cream, too. There is no such thing as real ""white chocolate"" so people who are expecting a heavy chocolate flavor might do best to stick with the regular brown stuff. No, it is not great for you, but I cannot imagine anyone that thinks most of the coffee drinks found in your favorite shops are ""good for you"". They are a treat and are meant to be enjoyed as such.",Being my own barista is so much better!
"summarize: My dogs LOVE these treats.  They're soft, chewy, smell wonderful, they're low cal and seem to be a very healthy choice compared to a lot of other dog treats on the market.  I break them in half and use them during dog training class.  I give the product itself 5 stars.  But overall I'm only giving a 3-star rating because I ordered 6 packs of these treats in mid-Oct, shipped via two day shipping, and three of the six packages expire at the end of Oct.  Very disappointed with the vendor who fulfilled this order.  Definitely will NOT order from this store ever again.",Great product but beware expiration date
"summarize: Oh my goodness...I have an 11 year old pug/beagle mix that has been lethargic for about 3 years, wouldn't really play, had a dull coat no matter how much I groomed her, and has had itchy paws and armpits for a long time. I never knew that all of that crap was in the big name brand dog foods. I had always had her on Purina of some sort until I started doing research. I was blown away by what I read and quickly became obsessed with finding a better food without paying an arm and a leg. I refuse to pay more for my dogs food than for our own food. After researching about 30 different dog foods and prices and brands on different websites, I went with Canidae All Life Stages (chicken, turkey, lamb, and fish)via Amazon with free super saver shipping for both my 11 year old Puggle and my new 10 week old labrador retriever puppy. I haven't regretted the change or the purchase at all! I am absolutely thrilled. My 11 year old isn't nearly as itchy, has a crazy shiny coat now, and has ALL KINDS of energy to keep up with the puppy now! Also, the breeder of my new lab had her on Purina Pro Plan Large Breed so I switched her right away and even her coat looks so much better now and it's only been about 3 weeks. I can't wait to see the difference in the two of them over the next 3 or 4 months. They both did get a little bit constipated during the transition period from their old foods to the Canidae, but a little bit of canola oil for a few days drizzled over their breakfast and dinner fixed that until their bodies adjusted. Both are regular now with no problems. Also, during the transition, I couldn't get either of them to eat even one piece of their old food. They would both pick out the Canidae and gobble it up and then leave their old food in the bowl until they were later famished! It was funny to watch!  Great product, great service, and will definitely continue to order the 44 lb bag via Amazon. The packaging was very very poor but that's a different issue. The box that the food was shipped in wasn't even big enough for the bag and the UPS driver brought me the food, with pieces of the box laying on top of the bag. Oh well, I'm still thrilled with the product!<br /><br />UPDATE:  SEVERAL MONTHS LATER, BOTH DOGS ARE STILL DOING FANTASTIC WITH THE CANIDAE FOOD! THE PUPPY'S COAT ACTUALLY SPARKLES LIKE I PUT GLITTER ON HER IN THE SUNLIGHT, IT'S CRAZY. THE PUGGLE IS ONLY SHEDDING A THIRD OF WHAT SHE USED TO AND THE ONLY THING THAT SHE EVER CHEWS ON IS ONE OF HER PAWS AND THE VET GAVE ME A SPRAY FOR THAT. I AM STILL THRILLED WITH THE FOOD AND WITH AMAZON'S PRICE AND THE FREE SHIPPING!",I have a brand new dog!!
"summarize: Before we switched to eating low carb, we used to LOVE a nice big bag of chips.  I was missing those zesty salty crunchy snacks, until we found these delicious almonds!  I have tried all of the flavors and love them all, but these are my current favorite.  I like the snack size packs as a reminder that I have had enough since I can never stop eating them (just like potato chips, no one can eat just one).  A whole package is only  8 grams of carbs (only 4 grams of net carbs if you are an Atkins dieter).  These almonds have a nice crisp texture (even better if you put them in the refrigerator for a bit) and the seasoning is evenly distributed.  Not to strong, but also not too weak that it gets lost on the almonds. A package of 12 only lasted about a week in our home, back to order more.",Great Low Carb snack to go!!
"summarize: Although I wish the ""ingredients"" label would tell us what the ""spices"" are.<br /><br />I liked the zestiness imparted by this product, although something in it was a bit too spicy-hot for my palate, and in more than one case (marinade, and spaghetti sauce) I found that I had to add sugar (honey can be used too) to cut down on the excess piquancy.<br /><br />As a salad dressing, it imparts a nice ooomph. As a marinade to chicken it can be a bit overpowering (which is why I added the sugar).<br /><br />Although I haven't done so yet, it might be a very nice surprise ingredient to a quickbread or a flatbread.<br /><br />I used Olive oil or canola oil, and apple cider vinegar, when mixing up the marinade and/or the salad dressing.<br /><br />The lower sodium content is a big plus too.",A nice combination of taste-bud teasers
"summarize: Just made these last night.  (I used rice milk for the milk and wet flax meal in place of the eggs.)  I was expecting it to easily crack apart and be heavy and grainy like just about everything else I've made (bread, cookies, brownies, etc.) but it pulled apart like ""real"" bread!  They were also quite tasty.  Even my husband (who doesn't do GF/DF) agreed not only were they not bad, they were pretty good.  We used a little seasoned tomato sauce for dipping the bread, and it was great.  This is definitely going in to standard rotation.<br /><br />Prep took longer than I was expecting as the dough was not nearly wet and pliable enough from the amount of liquid I added at the begining, per the recipe.  Perhaps that was because of my flax sub.  Tapioca flour is lighter than air, and when I went to mix the initial liquid ingredients, it practically disappeared in there, and it seemed like all I was doing was mixing dry flour that danced out of the bowl and on to my shirt and counter.  It DID state to keep adding liquid a tsp. at a time until it formed soft dough - it just seemed to take quite a  bit more little additions of milk until I was able to make it all stick together.  It took some time to go from a bag of powder to something I could actually ball up, but it did happen and it was very good.",Best GF DF bread item I've made so far
"summarize: I am for the most part a health nut.  I am always looking for very healthy food, that is also convenient.  Taste unfortunately has to take a lower priority, and I generally expect to pay more ('you get what you pay for' even applies to food and health; low quality food = low quality health).  I consider this product to satisfy all overall fairly well.  The taste is good considering it is raw and wholesome, however, taste is subjective, you may not agree.  It can be a bit hard, so when I can, I put it in a bowl and soak it in a little water for a few minutes and eat it like cereal.  I think it takes better that way too.<br />Lastly, we'd all like everything cheaper including this product, but I at least like the extra discount I get from the subscribe and save.  It makes a difference.","Wholesome Product, Convenient, Good Taste, OK Price."
"summarize: I love Pop Tarts. There's tons of different ways to eat them. Unfortunately they aren't the lowest calorie food item out there, so I decided to pick up the low fat variety & try them. After eating them, I was slightly disappointed after doing some fact checking.<br /><br />Taste-wise, these things are awesome & taste very similar to the regular product. Calorie-wise, there isn't a humongous amount of difference. With the regular pop tarts, there was only a difference of 12 calories. The fat content *is* halved in this set, but the sodium, sugar & carbohydrate levels are substantially higher in this than in the regular version.<br /><br />Bluntly put, you'd be better off diet-wise to go with the normal poptarts than to go for this option. If all you are worried about is the fat content, you are set. If you are looking at a variety of factors, you'd be better off going for the regular version. I'm giving this product 3 stars for the taste, but I took 2 away because of the other factors.","Good taste, but for diet purposes I'd look elsewhere"
"summarize: I initially hated this coffee, until I learned that the problem wasn't the coffee but my brewing technique.  This isn't a great coffee, but it can be a reasonably good coffee if you brew it right.  My problem was that initially I was not brewing it correctly.<br /><br />I'm still not using fancy coffee grinding or brewing equipment, but now I follow brewing guidelines that you can get on any good coffee lover website, including brewing at the right temperature, preheating the cup and filter holder, rinsing the filter, and pouring water into the ground coffee in the right way.<br /><br />I use a Melitta style drip filter.  I have a Bodum French Press that improves the taste even more, but I choose to use a paper filter because studies have indicated that paper filters eliminate most of the components in coffee that raise LDL and hence cholesterol (look up ""Health effects of coffee"" in Wikipedia for more info).<br /><br />I keep the beans in a half dozen baggies in the freezer and just remove them from the freezer as I need them.<br /><br />One thing I learned from my brewing experiments is that brewing technique may help a mediocre coffee more than a really good coffee.  Using my former poor brewing techniques, Camano Island Sumatra tasted terrible but Peet's Sumatra and Starbucks Sumatra both tasted good (though the Starbucks had more variation in quality).  Improving my brewing technique made the Peets somewhat better but improved the Camano Island Sumatra dramatically.  I haven't tried the Starbucks since changing my brewing technique, so I can't report on that.<br /><br />If you're looking for a great coffee, this isn't it, but if you're looking for a decent-tasting inexpensive Sumatra and are willing to use standard recommended brewing techniques, Camano Island Sumatra can be a good choice.",Good if you brew it right
"summarize: After gastric bypass surgery, you have to eat 50 or more grams of protein EVERY DAY. Sugar-free Protein shakes give you most of it. But you do like to get it from other sources also. You have a very small 1/8-1/4 cup stomach so you can't waste your space on snacks that can't benefit you with vitamins, proteins or some nutrient of value. Also, you can't eat sugar., but you can eat sugar substitutes. So KAY'S NATURALS PRODUCTS ARE GREAT! They have tons of protein and they taste great! These cinnamon toast pretzel sticks are great...the sweetener is low enough in the ingredient list to be able to tolerate it--because there isn't much of it. The white cheddar kruncheeze snacks are great also...they are like cheetos and you like to be able to have a snack when other people do. Also, the Thank you KAYS! You help us take casre of ourselves while we ENJOY food and make eating a little more normal. Lisa",Protein in a snack means Gastric Bypass patients can enjoy with everyone else
"summarize: I bought this four-pack last week and it arrived in a box that was smaller in one dimension than the mustard tins within. The box was shorter than the tins by such a large margin that the box top bulged open. By the time the package arrived at the house, two of the four tins had been crushed. There was mustard powder all over the inner plastic bag.<br />I called Amazon and they shipped a replacement immediately, overnight, for free. It was packed exactly like the first and arrived in even worse condition. Amazon and I agreed not to go for a third round and I accepted their offer of a refund.",Amazon's packing doesn't cut the mustard
"summarize: After having tried this Oolong style tea in a friends Chinese restaurant (which was her personal stock) I set out to try to purchase something similar.  My friend is from Fuzhou, PRC and her family works in the tea industry there.  The product she gave me to drink was lighter or more delicate tasting in flavor or quality.  This product is not all that smooth and mediocre when compared to the type she had.  This product did maintain that characteristic good Monkey Picked Oolong Teas of never becoming more bold in taste as the tea steeps longer all the way through your drinking experience. Preparing the tea in your YiXing teapot chinese style will improve your experience and  is better than typically American style brewing. It seems priced close to some of the offerings on the net.  I will not fault the service of the company.  This product is slightly less refined than some picks.","Finest Supreme Monkey Picked Oolong Tea ........ or just OK, to mediocre."
